V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30
USP18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
USP19,0,0,0,1350,0,0,1,0,27,45,234,1,8,48,9,5,0,0,0,12,0,0,0,0,0,163,14,0,25,0
USP2,0,0,0,0,0,0,126,0,0,0,0,0,0,190,0,197,0,0,0,193,1364,0,0,0,0,141,0,0,0,0
USP20,0,53,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,97,0,0,0,0,0,1,0
USP21,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,519,0,0,0,0
USP22,0,406,9319,8128,530,1025,1268,1353,949,9605,4624,2290,2795,2599,2539,2165,24027,1373,0,198,10927,1473,1305,5145,2547,3322,10281,2326,4823,1669
USP24,133,475,714,763,18,0,37,1,112,2125,569,0,650,0,125,211,1,64,0,74,3709,440,805,2700,1,51,0,986,1815,548
USP25,318,0,14,0,207,0,355,318,122,2366,513,1381,23,0,1,0,12720,0,0,40,0,23,0,0,0,1,0,0,2065,127
USP26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USP27X,0,0,0,0,0,0,0,57,0,0,0,88,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USP28,3504,728,1387,794,3534,398,325,5141,49,3747,4,36,881,1456,681,2909,1972,1246,2607,145,1851,317,0,116,189,0,863,2805,1293,159
USP29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USP3,0,0,796,1869,691,0,2,0,0,467,1494,0,375,0,0,0,3180,260,0,0,592,8,146,39,0,369,1689,0,5187,1563
USP30,0,0,148,0,67,0,0,0,0,0,0,763,0,0,0,0,0,19,0,1,0,304,0,0,0,1,4,0,892,0
USP30-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USP31,0,0,0,0,207,0,0,0,0,280,141,0,0,0,0,16,3741,0,0,24,0,168,1548,0,0,0,166,0,226,488
USP32,0,12,149,646,575,0,0,124,0,74,1178,587,1432,622,16,454,554,0,34,9,8,517,618,11,180,17,437,0,1824,504
USP32P1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,3,3,0,0,0,0,0,0,0
USP32P2,0,0,0,0,0,0,0,236,0,0,55,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USP33,0,1218,553,1473,15,0,51,0,491,2330,2428,921,206,147,0,1636,3369,1029,0,125,1953,1379,573,2724,32,1067,240,5,9776,95
USP34,0,16,2677,201,173,0,3,0,72,1148,1129,1947,0,55,641,203,5506,65,3,130,1853,17,468,5342,692,726,92,1893,976,665
USP35,0,0,0,1,0,0,0,0,0,0,30,0,652,0,1,0,14,0,4,0,0,62,0,0,0,0,0,0,160,0
USP36,0,416,537,0,212,0,899,337,589,3139,1007,260,1570,210,0,109,5585,104,0,195,271,82,0,1621,657,15,1399,0,1818,880
USP37,0,145,289,0,0,32,107,328,69,2455,0,360,0,0,180,43,0,0,0,85,211,0,428,2099,22,369,1634,0,819,62
USP38,0,219,0,0,0,76,224,0,0,0,239,24,1700,0,0,69,2729,6,0,4,0,0,1263,0,2060,875,0,0,434,76
USP39,0,7,809,3195,1098,0,764,810,11,5112,1577,1019,1896,493,368,121,2368,241,0,127,6578,425,2525,1981,1347,778,431,8,4607,95
USP4,0,0,0,0,0,0,0,0,0,449,55,6,0,0,0,0,24,1,0,944,1759,0,0,0,7,197,144,0,1606,0
USP40,0,11,0,426,360,0,0,0,0,1455,1,0,1701,1,1,0,0,4,0,4,0,0,0,0,1,0,0,0,6,0
USP42,0,35,0,161,0,0,235,0,135,141,133,0,0,0,99,3,80,317,731,14,0,0,40,0,145,762,178,147,69,184
USP43,0,0,386,0,6,0,100,0,2,0,0,0,0,0,0,39,811,0,0,451,0,14,0,19,0,61,22,0,3,0
USP44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USP45,0,2,741,0,316,0,0,0,471,1105,214,210,0,17,0,8,2363,0,0,0,1545,156,0,0,0,0,0,0,0,137
USP46,0,242,114,1182,0,0,0,5,31,0,196,34,87,300,15,6,131,0,0,1,2600,0,0,0,1,162,0,0,153,63
USP47,0,0,9813,1452,18,28,224,3,0,4274,62,481,0,442,0,0,3587,0,0,43,0,73,2375,1113,2873,919,0,0,3130,0
USP48,0,0,838,39,3,813,555,486,367,0,449,0,1882,439,217,153,612,190,0,43,0,61,0,0,0,762,267,0,224,153
USP49,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USP5,20,106,257,326,629,0,581,384,21,468,504,0,2,52,662,822,6445,1,0,37,313,31,344,9413,267,35,0,0,3409,79
USP50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
USP51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USP53,0,0,0,21,0,18,668,1041,0,666,1298,7,0,16,0,695,3302,0,0,289,1071,2,10,2564,0,70,3170,263,812,2497
USP54,0,30,1351,0,0,8,0,126,0,430,0,0,0,47,0,21,0,0,0,11,1563,0,0,875,0,115,0,0,334,18
USP6,0,23,0,0,0,0,0,0,0,0,45,0,0,0,0,2,3,0,0,0,0,6,0,0,0,0,0,0,0,3
USP6NL,0,477,0,1,0,0,0,0,0,35,537,0,4,0,0,7,4,0,0,0,0,5,0,0,56,678,0,0,1104,863
USP7,0,252,3444,60,143,2161,1435,330,7,2418,1168,868,3430,153,163,48,3265,662,1880,1499,745,382,2077,4661,2216,1595,9083,15,5184,230
USP8,0,471,842,198,412,33,144,600,0,3735,607,0,2444,377,910,120,3876,1313,0,298,3294,1043,6,0,0,41,567,0,3917,289
USP9X,0,0,1232,718,658,0,260,79,1,7,528,21,578,790,2073,820,4137,70,1049,220,2737,248,2893,1745,0,1,294,2008,0,188
USP9Y,0,0,0,0,0,0,0,192,487,0,2,302,1846,492,0,47,1,0,0,4,0,0,0,78,0,4,0,0,402,0
USPL1,0,940,338,120,0,0,114,0,1584,1448,199,0,1971,0,0,0,1326,200,0,14,114,54,0,2172,31,397,0,0,1595,3601
UST,0,0,0,0,0,0,0,0,0,874,0,185,0,8,0,0,0,0,0,17,0,0,0,0,0,198,0,0,0,0
UTF1,0,33,0,0,0,0,0,1,0,0,7,0,0,23,102,25,0,0,195,0,0,0,0,0,0,0,0,0,0,0
UTP11L,1,320,3355,1843,436,2441,1633,147,429,6064,7705,13,7207,38,1327,1602,23796,1555,1,156,10164,372,7960,8875,1086,3648,8010,876,12259,3297
UTP14A,4998,11,2003,1365,959,1556,356,671,0,3346,1319,0,917,176,0,27,10900,733,0,750,0,245,1987,0,90,1103,1617,1821,2412,1289
UTP14C,0,0,69,2023,100,157,65,84,0,2311,114,0,2866,37,0,0,2189,103,1,48,3533,8,563,0,611,102,1319,175,2785,259
UTP15,0,0,200,1305,283,0,104,0,25,2764,1292,188,0,293,74,867,15146,77,0,78,4454,54,0,2923,0,562,2093,0,5138,1297
UTP18,0,223,5,0,99,1,245,69,17,1897,2133,0,1416,116,0,541,10551,1,254,326,6001,515,1784,1470,869,494,1010,402,1387,457
UTP20,1126,0,266,2416,739,931,409,147,0,3598,1196,5545,28,40,3,879,7933,507,225,135,120,341,270,1462,24,839,150,83,2756,2445
UTP23,106,7,380,0,0,0,772,0,32,1640,1080,0,1179,318,824,264,2395,167,1199,69,0,0,86,1795,303,140,0,703,900,0
UTP3,2168,92,483,214,296,1,185,0,49,1552,78,1451,1124,5,2,137,5456,64,0,275,1139,52,0,0,852,124,4,0,0,0
UTP6,0,1220,3043,5847,1040,4,1308,851,210,11112,6192,999,0,156,21,1622,24009,1091,1060,449,16821,257,1924,13422,1083,1632,3844,2146,4318,6771
UTRN,0,488,1388,111,473,637,22,0,86,206,800,3,1939,161,0,0,1427,78,144,91,0,32,202,1232,1056,6,1828,0,106,200
UTS2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0
UTS2D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UTS2R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UTY,0,0,0,0,0,0,10,0,246,462,0,0,0,0,0,0,560,2,0,57,0,73,0,511,1,318,0,0,212,2104
UVRAG,0,0,0,0,323,0,1,37,81,0,0,0,0,3,0,52,0,632,0,0,0,0,4,0,2,0,358,2079,739,0
UVSSA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,14,0,155,0,0,0,0,0,0,0,0,0,0,0,0,13
UXS1,0,0,28,0,15,0,125,0,155,0,372,287,988,0,0,0,3528,1,0,0,12,0,32,0,133,6,249,0,50,2493
UXT,0,214,2110,1633,25,0,308,111,0,1456,1539,389,2191,70,41,68,5006,244,0,111,6551,19,2232,795,188,587,6253,79,1564,308
VAC14,1,0,510,0,0,0,56,0,213,322,15,0,3917,0,277,64,10,0,0,18,1026,0,136,3,505,6,2380,0,2612,0
VAMP1,0,0,0,0,27,184,0,0,0,0,0,0,0,0,0,0,0,0,754,4,0,0,0,0,0,0,0,0,0,0
VAMP2,0,64,536,0,19,0,118,0,0,817,173,0,1134,0,1,0,2152,0,0,0,0,164,50,2012,0,39,0,0,24,0
VAMP3,1,503,0,1027,744,0,1,0,0,2481,1778,0,2127,0,15,4,5395,973,0,40,2418,85,1599,1512,211,29,0,666,1195,166
VAMP4,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
VAMP5,0,0,0,0,0,0,0,0,0,0,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1507,0,0,0
VAMP7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VAMP8,0,385,6458,2112,391,1013,1287,634,0,3488,3484,185,5705,177,659,77,7926,475,1052,39,4736,313,2599,2275,0,996,2562,0,4013,1203
VANGL1,0,0,1391,0,0,0,89,0,0,0,87,0,23,0,1107,0,0,0,0,0,51,0,22,0,0,0,0,0,0,164
VANGL2,192,669,0,0,1,0,0,109,852,0,0,103,251,0,12,8,4,0,0,41,0,0,0,0,0,0,0,64,0,0
VAPA,0,1461,5671,3694,928,6,461,0,12,1349,3419,354,11567,363,769,192,23149,2301,131,1501,10463,437,1165,2571,1972,2000,5197,123,3016,602
VAPB,0,287,271,181,149,3,74,0,0,1780,437,0,1,197,296,0,3098,0,2,17,18,134,0,84,0,111,4,23,483,18
VARS,0,168,24,37,214,692,776,10,77,3382,156,0,3394,639,248,1383,4591,0,0,420,4820,150,301,0,346,93,1448,1670,2723,54
VARS2,0,0,9,0,0,0,0,0,0,0,0,0,6,0,0,0,25,0,0,219,29,0,739,0,0,0,0,53,1,0
VASH1,0,263,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,9,0,10,0,102,0,0,0,0,0,0,0,0
VASH2,0,0,0,0,0,0,0,499,0,0,0,85,0,1293,1139,216,0,0,0,1,0,1,0,0,0,0,0,0,0,0
VASN,0,0,0,0,0,0,14,0,0,0,9,0,169,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VASP,0,306,1783,1011,0,0,322,47,80,298,27,0,2692,303,41,83,587,0,1,81,925,119,185,0,1,114,835,555,906,6
VAT1,21,1309,3209,2245,301,155,197,959,9,1945,1917,1,2772,2312,2516,268,6713,359,0,2,8193,704,5937,20,856,623,1443,87,4709,1606
VAT1L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VAV1,0,0,773,0,0,0,129,0,0,0,0,0,0,0,0,441,0,0,0,1,0,0,0,0,0,0,0,0,0,1615
VAV2,29,0,3,140,0,0,0,20,287,3,0,0,0,11,0,19,785,0,755,194,101,0,910,0,0,0,334,0,433,0
VAV3,0,0,0,0,0,0,0,0,0,0,730,0,0,0,0,0,0,0,0,0,556,0,0,0,0,214,0,0,5,0
VAV3-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VAX1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
VAX2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VBP1,6642,924,8163,3281,356,0,1569,1,0,2954,2057,0,135,186,495,2165,7388,637,0,0,6647,478,5904,1510,1481,1589,3233,1192,5949,5579
VCAM1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VCAN,0,5147,0,0,3426,1166,0,2414,1470,0,1,2345,6119,319,307,628,18,648,135,0,0,0,1,0,0,0,0,0,0,0
VCL,0,177,1447,0,2439,1537,119,575,227,1316,1133,707,5713,30,15,550,3789,799,105,56,3130,261,896,635,4081,698,3389,4,1785,147
VCP,2568,1664,3261,2366,1628,10,1079,1585,28,6946,5018,55,19024,1151,1370,894,10461,675,770,1116,9749,466,8535,5475,10962,2376,9912,2315,13563,3403
VCPIP1,0,0,306,841,13,62,189,52,24,1665,1,64,8,304,0,0,2,118,0,1,29,0,1,24,0,195,10,0,1728,0
VCX,0,0,0,0,0,0,0,0,0,0,111,0,0,10,0,0,0,0,578,0,0,0,42,0,0,0,0,0,0,61
VCX2,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,134,0,335,0,0,0,0,362,0,0
VCX3A,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,254,0,0,0,427,0,0,0,0,0,0,0
VCX3B,0,0,0,0,0,0,0,0,0,0,12,0,0,120,0,0,0,0,478,0,0,20,297,0,0,0,0,0,0,20
VCY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VCY1B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VDAC1,219,3544,7751,2595,2510,1410,2351,1053,20,7638,7428,616,17487,215,767,1667,13778,2620,205,437,17308,914,9922,5791,3119,3663,11981,6521,12307,9661
VDAC2,1,1026,4370,2343,379,686,856,774,261,5112,3000,808,4497,391,144,395,11446,377,392,223,8538,631,2915,2901,646,1096,1991,187,3916,2169
VDAC3,0,1477,18377,5253,595,132,2040,673,0,16897,13011,1045,13077,1058,850,2095,36181,5378,0,179,23703,1084,7827,5925,2512,2582,9064,2258,18086,9170
VDR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0
VEGFA,0,0,415,6,150,455,139,0,442,1169,6,0,0,3,0,0,3370,0,0,166,29,11,22,523,0,24,0,0,1286,655
VEGFB,0,0,0,0,7,0,0,0,0,0,0,0,0,0,666,10,0,0,0,0,0,12,0,0,0,62,0,0,0,0
VEGFC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
VENTX,0,0,0,0,8,0,0,2784,0,0,0,40,0,1347,31,1663,0,20,47,0,0,0,0,0,1,0,0,14,0,0
VENTXP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VENTXP7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VEPH1,0,0,0,6,0,0,0,0,0,0,482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VEZF1,0,289,79,1928,0,0,0,0,0,51,270,18,633,0,0,0,7346,0,0,0,0,637,62,1652,0,25,0,392,245,0
VEZT,0,0,1273,0,83,2762,124,1287,0,140,323,199,1,313,1622,193,6209,0,0,64,1002,0,56,2793,96,939,1090,0,4040,882
VGF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299,0,0,4,0,0,0,9,0,3,0,0,2,0
VGLL1,0,0,1395,1668,0,0,1930,0,0,1194,7895,0,0,0,0,0,10834,0,0,44,0,262,3339,1869,3066,310,1614,0,5040,1747
VGLL2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VGLL3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0
VGLL4,0,0,128,0,0,0,7,0,0,0,491,0,0,0,0,0,0,0,0,3,850,0,26,0,0,0,12,0,31,0
VHL,2539,4,113,0,543,91,77,0,0,1099,2606,0,1189,14,67,211,8118,50,181,53,2819,332,999,2398,0,669,680,0,2539,1215
VHLL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VIL1,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VILL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
VIM,0,0,0,0,0,0,0,0,0,0,0,0,0,330,0,0,0,0,0,0,0,0,0,0,0,0,0,328,0,0
VIMP,371,2408,6429,8,373,1715,477,1062,245,3024,2272,694,5502,20,928,1,11715,275,0,31,1440,293,7805,5497,1349,1140,138,0,6088,1870
VIP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VIPAS39,0,0,1,0,0,0,0,176,0,1175,367,0,595,0,342,0,0,0,0,0,998,0,11,371,0,0,124,0,298,0
VIPR1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
VIPR2,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
VIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
VKORC1,2,1089,1613,5556,0,8,1100,265,283,1877,1105,158,1919,88,0,153,12235,0,175,66,12025,105,5072,5757,400,1019,10463,687,5197,1359
VKORC1L1,0,249,4,0,110,0,0,0,0,131,0,0,693,0,3,145,22,72,0,10,3,0,0,0,0,197,2,0,427,246
VLDLR,0,0,0,0,0,0,0,1,0,146,27,282,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
VMA21,1404,738,2605,5780,102,1570,279,0,7,1,2256,42,2535,15,9,200,4059,286,413,19,1857,472,209,1346,1657,857,1208,0,1447,1116
VMAC,0,0,0,0,0,0,0,1,16,0,0,0,0,134,0,0,0,0,0,0,0,0,0,317,0,0,0,0,0,0
VMO1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VMP1,0,1312,6317,1484,965,1893,503,1690,476,10794,4280,4614,4974,1073,711,693,21458,0,894,145,10287,1227,4340,22813,3038,757,1626,0,15217,8274
VN1R1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,223,0,505,0,0,9,0
VN1R10P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VN1R2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VN1R4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VN1R5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNN1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNN2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VNN3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
VOPP1,0,0,21,0,0,0,19,0,21,0,0,0,0,12,214,0,939,0,0,0,0,0,0,0,0,64,0,0,0,0
VPRBP,0,81,0,0,0,0,98,1,0,0,305,0,1102,84,53,0,1441,0,0,43,1877,2,42,3286,0,106,1,0,220,7
VPREB1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VPREB3,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VPS11,0,33,1185,1479,0,50,140,0,335,0,69,463,2339,0,0,902,0,0,428,29,1434,0,196,696,0,350,0,0,39,1101
VPS13A,44,0,461,1984,148,191,70,0,578,107,281,775,917,11,32,11,1474,0,1444,116,2273,0,193,213,1112,644,0,0,552,1109
VPS13A-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0
VPS13B,0,1,602,340,650,0,6,1,93,164,0,325,0,0,10,0,3261,151,0,159,4,0,165,191,0,201,0,30,1503,31
VPS13C,0,0,0,0,0,0,0,0,603,0,14,53,0,0,95,53,2,0,173,35,0,0,435,0,0,1,0,0,373,0
VPS13D,0,196,0,0,401,0,0,332,331,0,0,0,273,175,1,0,12,448,0,5,2437,395,63,67,0,0,1,0,0,0
VPS16,0,344,13,2226,0,0,327,15,0,487,0,169,0,247,0,0,436,0,20,135,0,0,0,172,0,456,2043,99,81,825
VPS18,4099,0,838,862,195,8,0,0,9,254,208,0,0,0,368,362,1830,0,0,23,775,10,1,4,323,49,0,9,0,332
VPS25,0,418,4757,6189,284,1,707,530,1162,1682,1563,253,8002,299,605,278,2720,604,1070,15,3081,115,2174,2296,659,785,3214,1099,3682,1447
VPS26A,0,0,7177,8274,1655,0,621,2448,0,11635,3847,1796,7090,1160,341,1817,11706,479,812,906,15500,2426,4281,15705,4172,1404,7608,36,14602,14011
VPS26B,0,469,570,0,0,0,0,3,0,0,52,0,0,0,2,0,40,0,0,202,0,9,3850,8,126,43,0,0,0,0
VPS28,451,2,528,0,225,0,26,1083,458,936,661,406,878,457,1294,136,0,925,488,48,4239,95,935,1579,0,488,0,0,1082,831
VPS29,11892,770,18102,7544,628,490,2202,2159,63,10490,6965,256,11177,1167,714,501,27917,1546,1393,125,7090,738,14275,8319,985,2645,3142,1990,7819,3787
VPS33A,590,423,2647,1717,80,33,434,0,0,4235,1059,42,3415,230,1,1395,13476,2276,390,532,3177,224,1263,1643,1444,524,2700,65,1148,748
VPS33B,8,0,0,420,0,0,0,0,0,0,0,0,0,320,0,0,17,290,0,3,1412,0,537,0,0,0,0,94,91,0
VPS35,19887,267,11902,2474,3270,2825,313,363,876,8560,3332,2258,17122,1042,39,1162,14127,2467,0,837,9224,2053,2333,3940,0,1415,2455,3309,14288,6301
VPS36,0,0,2315,2204,539,750,223,26,0,2057,696,1515,1810,940,311,0,0,83,36,214,6056,651,1755,4575,0,1274,621,21,1334,2183
VPS37A,0,127,221,2446,247,0,259,2,0,1389,1733,142,608,0,935,0,3624,0,0,127,2227,237,724,8,1119,534,810,72,855,770
VPS37B,0,0,169,0,0,0,163,376,0,0,287,104,0,0,0,222,1144,23,445,106,30,1,0,0,0,0,11,0,13,15
VPS37C,0,145,0,1107,0,48,203,0,0,714,577,0,0,118,436,162,388,1,0,213,0,0,0,390,0,306,258,0,133,519
VPS37D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
VPS39,0,0,208,125,842,0,0,0,0,2111,0,0,0,185,0,225,2129,362,21,16,1161,155,0,788,0,180,0,0,1723,29
VPS41,0,0,972,392,0,7,0,5,0,2597,130,0,1693,0,0,38,61,666,0,4,1337,0,4,53,0,0,0,160,0,0
VPS45,0,0,1718,0,0,53,0,0,1,0,36,87,62,0,0,0,4208,0,18,0,0,0,1888,3264,82,0,0,1,0,0
VPS4A,2534,38,6,321,54,0,15,0,0,219,25,36,1,0,84,555,14,54,497,2,32,14,0,1373,0,41,0,128,1135,146
VPS4B,11673,29,2579,2020,19,0,6,0,0,4849,1708,78,0,1,1,1046,6170,664,26,78,4151,1684,0,7597,1,489,647,121,13334,1144
VPS51,3794,169,0,0,0,0,2,0,0,0,151,54,37,0,522,0,1713,156,35,34,0,9,0,406,0,0,0,0,7,6
VPS52,0,0,466,379,362,0,539,0,0,673,442,164,504,753,32,570,110,114,0,31,0,124,0,93,0,1252,0,0,218,1913
VPS53,0,406,1628,530,189,7,275,3,34,567,272,168,488,0,0,221,527,162,56,120,566,0,1,148,34,46,5,0,857,0
VPS54,13157,250,0,0,43,0,1,0,0,0,0,971,73,0,0,529,0,87,0,4,0,7,0,76,0,21,0,0,635,22
VPS72,0,137,2731,5680,12,0,319,99,0,0,468,0,0,431,6,285,10105,112,172,52,7640,162,0,0,1047,450,5436,0,2091,2162
VPS8,0,53,0,0,104,0,0,0,0,591,0,575,391,0,0,844,0,0,0,1,0,579,38,0,0,18,157,2,0,37
VPS9D1,331,0,0,0,0,0,0,0,0,0,0,0,15,0,0,66,0,0,0,1,0,0,0,0,0,47,0,0,0,0
VRK1,1,774,4,4643,688,0,343,1,95,6326,3474,813,3613,686,1265,0,21425,1509,488,75,13776,395,3462,1991,964,2069,0,1488,8886,2179
VRK2,0,11,0,1105,168,162,248,678,126,845,501,203,0,409,7,19,2546,529,148,271,25,136,236,0,1793,66,40,0,21,517
VRK3,0,7,4,3535,642,0,105,0,8,1822,772,0,0,0,0,347,1601,0,0,1,0,195,0,0,0,994,227,98,3340,686
VRTN,0,0,0,0,0,0,0,0,0,0,0,0,132,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VSIG1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VSIG10,3081,1685,69,637,2302,8064,193,16096,2849,2913,714,3089,5615,5120,2866,4084,1078,6967,1616,13,3141,0,0,0,1,8,0,6335,4721,16
VSIG10L,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VSIG2,0,0,0,0,0,0,0,0,0,0,0,0,495,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
VSIG4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
VSIG8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
VSNL1,0,0,0,0,0,0,0,444,0,0,0,0,0,0,0,202,0,0,8,0,0,0,0,0,0,0,0,0,0,0
VSTM1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VSTM2A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
